user_id,product_id,action,timestamp,device,category,session_duration,price
U057,P003,add_to_cart,2026-04-01 02:16:00,desktop,electronics,527,99.26
U059,P048,view,2026-04-01 02:16:00,tablet,clothing,216,230.5
U055,P099,view,2026-04-01 02:17:00,tablet,home,47,189.39
U002,P081,click,2026-04-01 02:17:00,tablet,home,339,122.04
U176,P044,click,2026-04-01 02:17:00,desktop,electronics,408,300.71
U246,P033,view,2026-04-01 02:18:00,mobile,home,37,31.22
U375,P009,add_to_cart,2026-04-01 02:18:00,tablet,electronics,509,111.64
U206,P033,click,2026-04-01 02:19:00,tablet,beauty,567,475.13
U457,P066,click,2026-04-01 02:19:00,mobile,electronics,494,154.2
U413,P024,click,2026-04-01 02:20:00,tablet,clothing,595,212.08
U100,P070,click,2026-04-01 02:20:00,tablet,electronics,56,32.91
U236,P090,click,2026-04-01 02:22:00,desktop,beauty,419,279.81
U196,P077,click,2026-04-01 02:22:00,desktop,beauty,429,185.86
U144,P046,view,2026-04-01 02:24:00,tablet,clothing,115,467.26
U378,P062,click,2026-04-01 02:24:00,desktop,electronics,242,312.8
U262,P099,view,2026-04-01 02:24:00,tablet,home,341,322.45
U216,P057,click,2026-04-01 02:25:00,tablet,electronics,173,169.77
U185,P010,view,2026-04-01 02:27:00,mobile,home,53,219.39
U312,P099,view,2026-04-01 02:28:00,mobile,home,266,346.02
U420,P090,click,2026-04-01 02:30:00,mobile,electronics,453,138.96
U197,P039,add_to_cart,2026-04-01 02:31:00,desktop,electronics,448,261.44
U421,P062,view,2026-04-01 02:32:00,mobile,home,344,496.97
U169,P047,view,2026-04-01 02:33:00,desktop,beauty,19,24.81
U162,P009,add_to_cart,2026-04-01 02:33:00,desktop,beauty,489,106.0
U195,P004,click,2026-04-01 02:39:00,mobile,clothing,523,194.3
U024,P025,view,2026-04-01 02:40:00,mobile,clothing,160,475.74
U253,P047,add_to_cart,2026-04-01 02:41:00,tablet,electronics,469,12.23
U460,P023,click,2026-04-01 02:41:00,mobile,electronics,461,238.91
U299,P091,view,2026-04-01 02:42:00,tablet,beauty,293,415.81
U144,P026,view,2026-04-01 02:43:00,tablet,electronics,169,345.04
U014,P027,click,2026-04-01 02:44:00,desktop,electronics,441,343.84
U419,P023,click,2026-04-01 02:44:00,mobile,clothing,545,419.49
U391,P001,click,2026-04-01 02:44:00,desktop,home,206,52.47
U036,P098,view,2026-04-01 02:47:00,tablet,clothing,45,450.95
U114,P049,view,2026-04-01 02:47:00,desktop,home,373,459.01
U233,P087,click,2026-04-01 02:47:00,mobile,clothing,331,200.84
U287,P015,view,2026-04-01 02:48:00,mobile,clothing,405,304.02
U228,P011,view,2026-04-01 02:49:00,tablet,home,359,476.3
U210,P072,view,2026-04-01 02:50:00,mobile,clothing,279,335.08
U429,P023,view,2026-04-01 02:52:00,mobile,clothing,105,224.89
U444,P099,view,2026-04-01 02:55:00,mobile,electronics,180,234.17
U147,P017,click,2026-04-01 02:55:00,tablet,electronics,299,60.82
U125,P030,view,2026-04-01 02:56:00,desktop,beauty,29,433.82
U455,P010,add_to_cart,2026-04-01 02:57:00,desktop,beauty,497,136.86
U386,P057,click,2026-04-01 02:59:00,tablet,beauty,600,299.61
U430,P084,view,2026-04-01 03:00:00,tablet,home,213,183.71
U053,P076,click,2026-04-01 03:00:00,desktop,beauty,265,459.57
U136,P008,view,2026-04-01 03:03:00,mobile,clothing,108,417.24
U315,P072,click,2026-04-01 03:04:00,mobile,clothing,499,144.24
U021,P099,click,2026-04-01 03:05:00,tablet,home,364,49.09
U084,P081,click,2026-04-01 03:06:00,mobile,home,259,207.73
U265,P058,click,2026-04-01 03:07:00,desktop,clothing,309,82.36
U106,P043,add_to_cart,2026-04-01 03:09:00,desktop,clothing,424,101.49
U160,P044,click,2026-04-01 03:11:00,desktop,clothing,371,217.89
U044,P096,view,2026-04-01 03:12:00,desktop,clothing,182,361.17
U079,P032,view,2026-04-01 03:12:00,desktop,beauty,211,482.85
U428,P003,add_to_cart,2026-04-01 03:13:00,desktop,beauty,463,147.36
U237,P052,view,2026-04-01 03:13:00,mobile,electronics,229,264.43
U196,P062,click,2026-04-01 03:14:00,desktop,home,306,159.84
U085,P051,add_to_cart,2026-04-01 03:14:00,tablet,clothing,524,47.56
U109,P067,click,2026-04-01 03:15:00,mobile,electronics,384,26.14
U446,P087,click,2026-04-01 03:17:00,mobile,electronics,332,245.64
U340,P057,add_to_cart,2026-04-01 03:17:00,desktop,home,500,154.39
U226,P085,view,2026-04-01 03:18:00,mobile,beauty,311,389.72
U290,P088,add_to_cart,2026-04-01 03:19:00,desktop,electronics,224,46.08
U226,P068,click,2026-04-01 03:19:00,mobile,electronics,188,270.82
U004,P094,click,2026-04-01 03:20:00,tablet,beauty,467,319.89
U443,P098,add_to_cart,2026-04-01 03:21:00,desktop,electronics,535,78.57
U457,P082,click,2026-04-01 03:22:00,desktop,electronics,410,435.3
U399,P098,view,2026-04-01 03:22:00,desktop,home,301,411.18
U231,P044,click,2026-04-01 03:23:00,tablet,electronics,173,226.01
U017,P025,click,2026-04-01 03:23:00,mobile,home,302,82.44
U155,P075,click,2026-04-01 03:23:00,tablet,clothing,544,153.26
U232,P054,click,2026-04-01 03:23:00,tablet,clothing,409,192.12
U385,P031,click,2026-04-01 03:25:00,desktop,electronics,70,179.26
U081,P019,view,2026-04-01 03:25:00,tablet,beauty,239,338.11
U165,P027,add_to_cart,2026-04-01 03:26:00,desktop,clothing,529,296.16
U021,P001,view,2026-04-01 03:27:00,mobile,beauty,114,343.12
U060,P068,view,2026-04-01 03:28:00,mobile,home,127,196.09
U134,P065,add_to_cart,2026-04-01 03:28:00,desktop,home,425,122.21
U001,P047,click,2026-04-01 03:29:00,desktop,beauty,211,180.47
U392,P090,click,2026-04-01 03:29:00,tablet,home,343,22.89
U102,P078,click,2026-04-01 03:30:00,desktop,clothing,478,323.56
U226,P069,view,2026-04-01 03:31:00,tablet,home,176,124.55
U371,P033,view,2026-04-01 03:31:00,mobile,electronics,76,475.63
U409,P081,view,2026-04-01 03:31:00,tablet,home,355,375.84
U278,P030,view,2026-04-01 03:34:00,tablet,home,249,451.96
U308,P064,click,2026-04-01 03:34:00,tablet,home,432,200.6
U328,P093,view,2026-04-01 03:34:00,tablet,clothing,66,391.77
U198,P020,view,2026-04-01 03:35:00,mobile,home,25,152.62
U302,P045,add_to_cart,2026-04-01 03:36:00,mobile,electronics,458,130.59
U187,P082,click,2026-04-01 03:38:00,desktop,clothing,183,39.46
U355,P029,click,2026-04-01 03:40:00,tablet,clothing,585,14.29
U063,P057,click,2026-04-01 03:41:00,mobile,electronics,222,15.84
U117,P071,view,2026-04-01 03:41:00,mobile,electronics,278,352.35
U110,P091,click,2026-04-01 03:41:00,tablet,beauty,419,132.79
U343,P003,add_to_cart,2026-04-01 03:42:00,mobile,beauty,551,48.86
U025,P075,click,2026-04-01 03:43:00,tablet,beauty,392,296.24
U158,P093,view,2026-04-01 03:44:00,tablet,electronics,184,350.25
U135,P071,view,2026-04-01 03:45:00,mobile,home,170,310.21
U034,P036,view,2026-04-01 03:47:00,mobile,electronics,295,448.87
U019,P072,click,2026-04-01 03:48:00,mobile,electronics,478,385.27
U399,P030,view,2026-04-01 03:51:00,desktop,beauty,119,361.93
U357,P023,view,2026-04-01 03:52:00,mobile,beauty,93,459.45
U358,P007,view,2026-04-01 03:53:00,desktop,electronics,57,480.71
U169,P031,view,2026-04-01 03:53:00,tablet,beauty,289,466.09
U177,P088,click,2026-04-01 03:54:00,tablet,home,497,369.84
U074,P083,view,2026-04-01 03:55:00,tablet,clothing,151,89.89
U055,P003,view,2026-04-01 03:57:00,mobile,home,126,47.27
U167,P028,view,2026-04-01 03:57:00,mobile,electronics,12,456.67
U055,P053,click,2026-04-01 04:00:00,desktop,clothing,514,311.74
U235,P004,view,2026-04-01 04:00:00,mobile,clothing,186,206.99
U074,P084,click,2026-04-01 04:01:00,mobile,electronics,491,496.84
U243,P071,click,2026-04-01 04:03:00,tablet,clothing,409,163.59
U370,P049,view,2026-04-01 04:04:00,tablet,clothing,24,229.62
U302,P040,view,2026-04-01 04:06:00,desktop,electronics,177,440.92
U106,P024,view,2026-04-01 04:07:00,desktop,home,28,300.54
U147,P066,view,2026-04-01 04:07:00,tablet,clothing,231,435.7
U025,P093,view,2026-04-01 04:09:00,desktop,home,92,406.61
U046,P013,view,2026-04-01 04:09:00,tablet,home,14,460.41
U082,P053,view,2026-04-01 04:12:00,mobile,home,265,370.86
U309,P027,view,2026-04-01 04:14:00,tablet,clothing,29,58.54
U448,P043,click,2026-04-01 04:14:00,mobile,electronics,208,287.72
U229,P079,click,2026-04-01 04:15:00,desktop,home,445,291.73
U235,P041,view,2026-04-01 04:17:00,tablet,clothing,190,413.19
U022,P006,add_to_cart,2026-04-01 04:20:00,desktop,beauty,491,101.04
U045,P018,view,2026-04-01 04:23:00,mobile,clothing,372,450.08
U187,P068,view,2026-04-01 04:23:00,tablet,beauty,110,107.1
U064,P037,add_to_cart,2026-04-01 04:23:00,desktop,home,536,130.58
U467,P010,click,2026-04-01 04:24:00,desktop,electronics,345,317.03
U405,P080,view,2026-04-01 04:24:00,tablet,beauty,275,252.53
U119,P036,view,2026-04-01 04:27:00,mobile,beauty,306,323.84
U274,P058,add_to_cart,2026-04-01 04:27:00,desktop,beauty,271,123.8
U265,P100,click,2026-04-01 04:28:00,mobile,clothing,205,26.77
U140,P095,view,2026-04-01 04:30:00,mobile,home,485,474.89
U407,P076,click,2026-04-01 04:31:00,tablet,electronics,355,76.61
U187,P100,view,2026-04-01 04:32:00,mobile,home,143,366.11
U476,P051,add_to_cart,2026-04-01 04:33:00,desktop,clothing,473,163.3
U001,P024,view,2026-04-01 04:34:00,tablet,home,37,62.77
U307,P081,add_to_cart,2026-04-01 04:35:00,tablet,beauty,563,149.95
U185,P098,view,2026-04-01 04:37:00,mobile,clothing,88,105.14
U110,P038,view,2026-04-01 04:37:00,mobile,clothing,240,285.6
U225,P052,view,2026-04-01 04:38:00,tablet,home,359,272.35
U116,P098,view,2026-04-01 04:39:00,mobile,beauty,412,285.14
U468,P059,click,2026-04-01 04:40:00,desktop,electronics,47,250.69
U485,P098,add_to_cart,2026-04-01 04:43:00,desktop,electronics,519,165.82
U070,P049,add_to_cart,2026-04-01 04:44:00,desktop,clothing,472,66.95
U047,P043,click,2026-04-01 04:47:00,tablet,electronics,170,39.13
U453,P078,view,2026-04-01 04:47:00,desktop,clothing,124,227.88
U403,P062,click,2026-04-01 04:48:00,tablet,clothing,279,100.44
U129,P026,click,2026-04-01 04:50:00,mobile,clothing,348,278.25
U130,P066,view,2026-04-01 04:50:00,mobile,home,159,406.19
U293,P044,add_to_cart,2026-04-01 04:51:00,desktop,clothing,569,343.15
U193,P020,click,2026-04-01 04:51:00,mobile,electronics,495,34.9
U017,P070,view,2026-04-01 04:51:00,mobile,home,173,80.49
U083,P007,click,2026-04-01 04:52:00,tablet,home,397,316.95
U177,P016,view,2026-04-01 04:53:00,tablet,clothing,87,52.92
U004,P023,add_to_cart,2026-04-01 04:59:00,desktop,electronics,502,425.29
U470,P096,view,2026-04-01 05:00:00,mobile,beauty,313,322.57
U241,P039,view,2026-04-01 05:01:00,tablet,home,247,359.34
U297,P069,add_to_cart,2026-04-01 05:02:00,tablet,beauty,599,187.03
U382,P046,click,2026-04-01 05:02:00,mobile,beauty,439,274.11
U164,P087,add_to_cart,2026-04-01 05:04:00,desktop,home,465,61.35
U273,P037,view,2026-04-01 05:04:00,desktop,electronics,10,154.83
U493,P079,view,2026-04-01 05:06:00,tablet,clothing,63,362.16
U176,P077,view,2026-04-01 05:07:00,mobile,electronics,132,336.04
U329,P043,view,2026-04-01 05:09:00,tablet,beauty,249,68.12
U135,P042,click,2026-04-01 05:10:00,mobile,beauty,587,378.15
U197,P037,view,2026-04-01 05:10:00,mobile,clothing,401,367.33
U386,P064,view,2026-04-01 05:11:00,mobile,electronics,84,249.94
U272,P020,click,2026-04-01 05:15:00,tablet,clothing,218,102.31
U036,P028,view,2026-04-01 05:17:00,tablet,home,242,460.85
U499,P073,click,2026-04-01 05:18:00,desktop,clothing,292,264.69
U084,P047,click,2026-04-01 05:18:00,tablet,home,522,345.24
U339,P043,view,2026-04-01 05:21:00,desktop,beauty,360,453.21
U035,P014,add_to_cart,2026-04-01 05:21:00,desktop,electronics,480,209.71
U453,P024,view,2026-04-01 05:22:00,mobile,home,314,252.94
U488,P002,click,2026-04-01 05:22:00,desktop,clothing,194,73.08
U355,P061,view,2026-04-01 05:23:00,desktop,home,148,376.91
U018,P094,view,2026-04-01 05:24:00,tablet,clothing,448,434.33
U164,P086,view,2026-04-01 05:30:00,mobile,electronics,288,454.77
U151,P048,view,2026-04-01 05:31:00,mobile,home,70,442.16
U383,P089,view,2026-04-01 05:31:00,desktop,beauty,106,160.85
U473,P070,click,2026-04-01 05:32:00,mobile,home,542,277.97
U363,P088,view,2026-04-01 05:33:00,tablet,home,223,326.27
U293,P004,click,2026-04-01 05:34:00,tablet,clothing,519,147.54
U433,P071,view,2026-04-01 05:34:00,mobile,beauty,119,428.91
U196,P025,view,2026-04-01 05:34:00,tablet,clothing,233,348.89
U297,P049,view,2026-04-01 05:35:00,mobile,home,149,269.69
U473,P006,click,2026-04-01 05:36:00,desktop,electronics,273,399.74
U058,P040,view,2026-04-01 05:37:00,desktop,electronics,35,495.18
U057,P086,click,2026-04-01 05:39:00,desktop,beauty,156,221.8
U277,P036,click,2026-04-01 05:39:00,mobile,electronics,592,327.41
U468,P050,click,2026-04-01 05:40:00,desktop,clothing,591,461.66
U249,P093,add_to_cart,2026-04-01 05:41:00,desktop,electronics,360,118.5
U402,P042,click,2026-04-01 05:42:00,desktop,electronics,123,90.28
U353,P047,click,2026-04-01 05:42:00,tablet,electronics,500,126.14
U247,P091,click,2026-04-01 05:43:00,tablet,electronics,278,288.07
U316,P030,click,2026-04-01 05:44:00,desktop,clothing,470,457.83
U457,P030,view,2026-04-01 05:44:00,tablet,beauty,260,128.46
U047,P049,click,2026-04-01 05:44:00,mobile,clothing,485,331.32
U486,P050,click,2026-04-01 05:45:00,mobile,home,451,471.61
U163,P063,view,2026-04-01 05:45:00,tablet,beauty,93,318.25
U217,P070,add_to_cart,2026-04-01 05:46:00,tablet,electronics,306,17.67
U060,P025,click,2026-04-01 05:47:00,tablet,clothing,269,117.3
U483,P002,click,2026-04-01 05:47:00,mobile,beauty,439,56.49
U259,P072,add_to_cart,2026-04-01 05:47:00,desktop,clothing,443,75.79
U470,P093,view,2026-04-01 05:48:00,mobile,clothing,498,430.52
U013,P035,view,2026-04-01 05:50:00,mobile,clothing,207,384.83
U043,P100,click,2026-04-01 05:51:00,mobile,electronics,287,240.37
U276,P013,click,2026-04-01 05:52:00,mobile,beauty,472,417.66
U448,P035,click,2026-04-01 05:53:00,mobile,electronics,495,191.8
U391,P005,click,2026-04-01 05:54:00,desktop,electronics,118,394.4
U430,P059,click,2026-04-01 05:55:00,desktop,home,325,168.88
U017,P053,click,2026-04-01 05:59:00,tablet,electronics,146,88.04
U359,P096,view,2026-04-01 06:01:00,mobile,clothing,447,487.15
U335,P076,click,2026-04-01 06:02:00,mobile,beauty,457,272.79
U045,P100,add_to_cart,2026-04-01 06:02:00,desktop,clothing,470,156.14
U464,P033,view,2026-04-01 06:04:00,desktop,beauty,33,471.56
U318,P042,click,2026-04-01 06:04:00,desktop,electronics,253,171.34
U379,P040,view,2026-04-01 06:05:00,mobile,electronics,170,407.32
U214,P074,view,2026-04-01 06:05:00,tablet,home,208,239.9
U456,P090,view,2026-04-01 06:05:00,mobile,electronics,302,451.61
U477,P018,view,2026-04-01 06:06:00,mobile,electronics,12,273.05
U407,P085,view,2026-04-01 06:06:00,desktop,home,151,356.23
U465,P002,add_to_cart,2026-04-01 06:09:00,desktop,electronics,594,166.32
U010,P005,click,2026-04-01 06:09:00,tablet,beauty,526,93.99
U497,P065,view,2026-04-01 06:11:00,desktop,home,135,354.65
U327,P057,view,2026-04-01 06:11:00,tablet,clothing,70,205.16
U474,P060,click,2026-04-01 06:12:00,tablet,electronics,360,287.05
U251,P003,add_to_cart,2026-04-01 06:12:00,desktop,beauty,549,309.26
U205,P011,click,2026-04-01 06:12:00,desktop,home,194,64.18
U091,P025,view,2026-04-01 06:13:00,desktop,clothing,120,323.22
U443,P002,click,2026-04-01 06:13:00,tablet,clothing,593,171.48
U126,P011,view,2026-04-01 06:14:00,tablet,electronics,87,319.0
U001,P013,click,2026-04-01 06:15:00,tablet,clothing,463,418.37
U227,P060,view,2026-04-01 06:16:00,desktop,clothing,38,142.61
U446,P018,add_to_cart,2026-04-01 06:16:00,tablet,home,571,73.3
U422,P065,click,2026-04-01 06:18:00,desktop,clothing,228,124.38
U395,P013,view,2026-04-01 06:20:00,tablet,electronics,408,471.42
U168,P093,click,2026-04-01 06:21:00,desktop,home,304,423.27
U384,P091,view,2026-04-01 06:21:00,mobile,home,347,496.61
U456,P051,view,2026-04-01 06:21:00,tablet,clothing,212,128.37
U242,P078,view,2026-04-01 06:24:00,mobile,clothing,184,284.92
U156,P038,view,2026-04-01 06:26:00,tablet,beauty,99,118.57
U044,P044,view,2026-04-01 06:29:00,tablet,clothing,527,493.41
U391,P010,view,2026-04-01 06:33:00,mobile,home,357,133.44
U342,P094,click,2026-04-01 06:35:00,tablet,electronics,418,226.3
U251,P009,view,2026-04-01 06:36:00,tablet,clothing,324,358.6
U475,P089,view,2026-04-01 06:36:00,desktop,electronics,60,414.7
U083,P093,view,2026-04-01 06:36:00,desktop,home,29,129.65
U244,P030,view,2026-04-01 06:37:00,tablet,clothing,165,375.24
U112,P061,click,2026-04-01 06:38:00,tablet,electronics,380,413.0
U257,P021,click,2026-04-01 06:39:00,desktop,clothing,42,160.31
