user_id,product_id,action,timestamp,device,category,session_duration,price
U284,P008,click,2026-04-01 01:38:00,desktop,home,497,307.02
U132,P079,click,2026-04-01 01:38:00,mobile,clothing,440,83.36
U069,P058,view,2026-04-01 01:38:00,mobile,electronics,179,367.78
U084,P027,view,2026-04-01 01:38:00,tablet,clothing,339,180.69
U494,P020,click,2026-04-01 01:40:00,tablet,electronics,353,152.49
U082,P073,click,2026-04-01 01:41:00,mobile,clothing,396,210.26
U240,P078,add_to_cart,2026-04-01 01:45:00,tablet,clothing,558,138.24
U473,P085,view,2026-04-01 01:45:00,tablet,clothing,354,424.07
U086,P087,click,2026-04-01 01:45:00,desktop,clothing,581,357.36
U003,P087,add_to_cart,2026-04-01 01:48:00,desktop,electronics,327,154.67
U326,P063,click,2026-04-01 01:49:00,desktop,electronics,110,282.22
U080,P096,click,2026-04-01 01:49:00,desktop,clothing,458,252.64
U433,P051,view,2026-04-01 01:50:00,tablet,home,206,414.27
U500,P093,view,2026-04-01 01:51:00,mobile,clothing,281,214.53
U120,P041,view,2026-04-01 01:51:00,tablet,beauty,411,463.32
U320,P046,view,2026-04-01 01:53:00,desktop,clothing,62,197.81
U344,P020,add_to_cart,2026-04-01 01:54:00,desktop,beauty,443,57.87
U139,P057,view,2026-04-01 01:55:00,mobile,clothing,88,105.19
U352,P071,click,2026-04-01 01:56:00,tablet,beauty,484,16.47
U048,P049,view,2026-04-01 01:57:00,tablet,beauty,334,405.23
U259,P007,view,2026-04-01 01:58:00,mobile,home,147,353.94
U038,P026,click,2026-04-01 01:58:00,desktop,electronics,183,295.08
U068,P073,add_to_cart,2026-04-01 01:58:00,tablet,electronics,404,161.56
U226,P013,view,2026-04-01 01:59:00,mobile,clothing,568,499.78
U069,P085,view,2026-04-01 01:59:00,mobile,home,191,175.5
U381,P035,add_to_cart,2026-04-01 01:59:00,desktop,clothing,342,92.24
U092,P059,click,2026-04-01 02:01:00,desktop,beauty,237,284.52
U481,P099,click,2026-04-01 02:01:00,tablet,electronics,235,27.0
U291,P100,add_to_cart,2026-04-01 02:03:00,desktop,electronics,406,168.58
U215,P073,view,2026-04-01 02:03:00,tablet,home,448,260.04
U419,P059,view,2026-04-01 02:04:00,desktop,beauty,59,331.77
U283,P053,click,2026-04-01 02:10:00,mobile,electronics,362,206.24
U351,P098,view,2026-04-01 02:12:00,mobile,clothing,118,99.87
U200,P082,click,2026-04-01 02:17:00,tablet,home,370,128.28
U210,P068,view,2026-04-01 02:19:00,tablet,beauty,404,460.57
U172,P067,view,2026-04-01 02:20:00,desktop,electronics,115,483.12
U023,P069,view,2026-04-01 02:20:00,mobile,electronics,25,115.74
U262,P059,view,2026-04-01 02:21:00,tablet,electronics,372,432.92
U426,P095,click,2026-04-01 02:22:00,mobile,home,550,181.72
U328,P076,view,2026-04-01 02:22:00,desktop,electronics,115,457.89
U165,P098,click,2026-04-01 02:22:00,tablet,home,442,191.73
U145,P027,view,2026-04-01 02:26:00,tablet,electronics,42,369.56
U343,P030,view,2026-04-01 02:26:00,tablet,clothing,126,194.4
U310,P070,view,2026-04-01 02:27:00,tablet,home,141,27.32
U136,P076,view,2026-04-01 02:29:00,mobile,beauty,99,192.14
U319,P074,view,2026-04-01 02:29:00,tablet,beauty,53,33.26
U263,P088,view,2026-04-01 02:32:00,tablet,beauty,277,252.4
U274,P050,click,2026-04-01 02:33:00,mobile,electronics,311,271.66
U231,P069,view,2026-04-01 02:35:00,desktop,home,256,361.38
U272,P081,view,2026-04-01 02:35:00,mobile,beauty,60,417.87
U174,P056,view,2026-04-01 02:36:00,tablet,home,43,466.17
U128,P050,click,2026-04-01 02:36:00,mobile,clothing,496,80.36
U183,P065,view,2026-04-01 02:39:00,mobile,clothing,116,329.26
U102,P002,add_to_cart,2026-04-01 02:40:00,desktop,beauty,578,213.71
U133,P004,view,2026-04-01 02:40:00,mobile,home,466,428.24
U423,P053,click,2026-04-01 02:43:00,tablet,beauty,515,31.97
U436,P075,click,2026-04-01 02:50:00,desktop,home,406,98.79
U074,P090,view,2026-04-01 02:51:00,mobile,clothing,31,307.23
U258,P044,view,2026-04-01 02:51:00,tablet,beauty,504,457.9
U142,P029,view,2026-04-01 02:52:00,mobile,clothing,279,445.33
U316,P019,click,2026-04-01 02:54:00,tablet,electronics,357,161.2
U238,P004,click,2026-04-01 02:55:00,mobile,home,322,172.03
U435,P052,click,2026-04-01 02:55:00,desktop,home,450,425.07
U285,P088,add_to_cart,2026-04-01 02:55:00,desktop,beauty,525,170.5
U014,P055,click,2026-04-01 02:56:00,desktop,home,404,249.45
U080,P088,add_to_cart,2026-04-01 03:00:00,desktop,beauty,561,177.64
U317,P053,view,2026-04-01 03:01:00,tablet,home,108,268.67
U295,P014,click,2026-04-01 03:01:00,tablet,home,513,262.06
U064,P067,click,2026-04-01 03:01:00,mobile,electronics,417,29.08
U319,P063,view,2026-04-01 03:01:00,mobile,beauty,169,316.05
U401,P011,add_to_cart,2026-04-01 03:02:00,desktop,beauty,399,102.18
U458,P011,view,2026-04-01 03:02:00,desktop,beauty,200,431.66
U092,P002,add_to_cart,2026-04-01 03:03:00,tablet,electronics,536,128.92
U392,P026,add_to_cart,2026-04-01 03:03:00,desktop,electronics,564,203.54
U480,P035,view,2026-04-01 03:04:00,desktop,beauty,23,439.17
U306,P020,click,2026-04-01 03:07:00,mobile,electronics,379,228.78
U313,P097,click,2026-04-01 03:07:00,tablet,electronics,325,111.61
U396,P041,view,2026-04-01 03:08:00,tablet,clothing,106,136.99
U078,P100,click,2026-04-01 03:08:00,tablet,home,456,140.17
U242,P039,click,2026-04-01 03:09:00,tablet,beauty,360,178.16
U157,P066,view,2026-04-01 03:11:00,mobile,clothing,37,382.33
U056,P028,view,2026-04-01 03:12:00,desktop,beauty,133,466.28
U001,P093,view,2026-04-01 03:13:00,tablet,home,14,65.94
U058,P060,click,2026-04-01 03:13:00,desktop,home,129,62.06
U004,P014,click,2026-04-01 03:13:00,desktop,beauty,535,382.58
U123,P079,click,2026-04-01 03:13:00,tablet,electronics,239,194.04
U275,P012,add_to_cart,2026-04-01 03:14:00,desktop,beauty,393,141.25
U468,P058,click,2026-04-01 03:16:00,tablet,electronics,417,266.12
U005,P003,click,2026-04-01 03:19:00,desktop,electronics,426,482.59
U143,P040,click,2026-04-01 03:20:00,tablet,clothing,248,60.21
U350,P018,add_to_cart,2026-04-01 03:20:00,mobile,clothing,562,110.22
U168,P069,click,2026-04-01 03:21:00,mobile,beauty,571,130.33
U017,P086,click,2026-04-01 03:22:00,tablet,clothing,439,188.61
U089,P018,click,2026-04-01 03:22:00,desktop,home,372,400.38
U228,P022,view,2026-04-01 03:22:00,mobile,home,339,306.86
U416,P095,view,2026-04-01 03:24:00,mobile,home,235,382.93
U390,P023,view,2026-04-01 03:24:00,desktop,beauty,165,280.31
U257,P014,view,2026-04-01 03:24:00,mobile,clothing,116,457.35
U197,P009,add_to_cart,2026-04-01 03:25:00,mobile,electronics,472,109.59
U216,P016,view,2026-04-01 03:27:00,tablet,beauty,70,228.71
U060,P049,click,2026-04-01 03:30:00,desktop,beauty,56,93.93
U213,P027,click,2026-04-01 03:31:00,tablet,clothing,576,161.42
U474,P059,view,2026-04-01 03:32:00,tablet,home,417,294.3
U378,P019,view,2026-04-01 03:34:00,mobile,home,21,392.71
U380,P012,view,2026-04-01 03:34:00,mobile,home,133,51.27
U418,P081,add_to_cart,2026-04-01 03:34:00,tablet,electronics,357,37.92
U165,P052,view,2026-04-01 03:34:00,desktop,clothing,85,75.82
U130,P021,view,2026-04-01 03:36:00,mobile,clothing,28,314.06
U151,P072,view,2026-04-01 03:37:00,mobile,electronics,191,346.58
U357,P011,view,2026-04-01 03:38:00,mobile,beauty,87,329.84
U225,P013,add_to_cart,2026-04-01 03:39:00,desktop,beauty,564,318.02
U049,P048,click,2026-04-01 03:40:00,tablet,home,447,122.18
U268,P011,click,2026-04-01 03:41:00,mobile,clothing,522,315.06
U014,P029,view,2026-04-01 03:41:00,tablet,clothing,314,341.82
U169,P014,click,2026-04-01 03:47:00,mobile,beauty,476,67.01
U219,P032,add_to_cart,2026-04-01 03:48:00,desktop,clothing,379,56.82
U297,P052,view,2026-04-01 03:49:00,tablet,electronics,338,377.61
U421,P022,view,2026-04-01 03:50:00,desktop,clothing,428,499.89
U009,P018,view,2026-04-01 03:53:00,tablet,beauty,57,229.56
U478,P064,view,2026-04-01 03:53:00,tablet,electronics,43,11.43
U374,P058,view,2026-04-01 03:53:00,mobile,home,255,364.1
U373,P031,click,2026-04-01 03:54:00,desktop,home,406,374.8
U434,P079,click,2026-04-01 03:55:00,mobile,electronics,532,475.0
U025,P019,view,2026-04-01 03:55:00,tablet,electronics,80,300.74
U470,P060,click,2026-04-01 03:56:00,tablet,electronics,495,448.17
U256,P024,click,2026-04-01 03:56:00,mobile,beauty,543,82.93
U244,P012,view,2026-04-01 03:57:00,tablet,beauty,46,105.19
U272,P024,click,2026-04-01 03:58:00,desktop,home,253,60.94
U455,P081,click,2026-04-01 03:59:00,desktop,beauty,508,421.23
U255,P039,click,2026-04-01 04:00:00,tablet,beauty,313,64.08
U191,P088,view,2026-04-01 04:00:00,mobile,beauty,177,296.04
U475,P077,click,2026-04-01 04:00:00,mobile,clothing,391,225.78
U158,P019,add_to_cart,2026-04-01 04:01:00,mobile,electronics,545,87.07
U385,P088,click,2026-04-01 04:01:00,mobile,beauty,207,33.15
U408,P003,click,2026-04-01 04:03:00,tablet,home,528,341.54
U037,P097,view,2026-04-01 04:04:00,mobile,electronics,87,260.57
U326,P080,add_to_cart,2026-04-01 04:06:00,desktop,electronics,573,69.18
U192,P056,view,2026-04-01 04:06:00,mobile,clothing,210,282.45
U374,P031,add_to_cart,2026-04-01 04:06:00,desktop,clothing,277,32.51
U376,P092,add_to_cart,2026-04-01 04:06:00,desktop,electronics,581,93.48
U241,P056,click,2026-04-01 04:07:00,desktop,home,341,233.12
U323,P069,click,2026-04-01 04:07:00,mobile,electronics,361,132.26
U068,P025,view,2026-04-01 04:08:00,mobile,beauty,227,410.71
U195,P085,click,2026-04-01 04:08:00,tablet,clothing,492,36.68
U100,P084,view,2026-04-01 04:09:00,tablet,beauty,234,331.1
U376,P078,view,2026-04-01 04:09:00,mobile,clothing,327,475.24
U323,P051,view,2026-04-01 04:10:00,mobile,home,140,401.89
U260,P022,view,2026-04-01 04:11:00,mobile,home,35,232.26
U395,P081,click,2026-04-01 04:12:00,tablet,home,445,206.36
U108,P062,click,2026-04-01 04:13:00,mobile,electronics,273,67.91
U122,P057,add_to_cart,2026-04-01 04:14:00,desktop,beauty,551,182.1
U314,P025,add_to_cart,2026-04-01 04:15:00,desktop,electronics,483,213.89
U147,P100,click,2026-04-01 04:17:00,mobile,beauty,477,323.88
U251,P017,click,2026-04-01 04:17:00,desktop,clothing,368,116.47
U482,P022,view,2026-04-01 04:19:00,tablet,home,441,446.1
U345,P092,click,2026-04-01 04:20:00,tablet,electronics,289,438.27
U467,P027,click,2026-04-01 04:21:00,desktop,beauty,257,115.46
U022,P058,click,2026-04-01 04:21:00,mobile,beauty,379,205.97
U324,P097,click,2026-04-01 04:21:00,tablet,electronics,279,48.27
U047,P025,click,2026-04-01 04:22:00,tablet,electronics,391,306.29
U385,P070,view,2026-04-01 04:23:00,mobile,beauty,18,144.12
U057,P002,view,2026-04-01 04:23:00,desktop,home,55,233.73
U453,P098,view,2026-04-01 04:23:00,tablet,home,60,96.32
U182,P087,view,2026-04-01 04:24:00,mobile,beauty,427,409.56
U459,P007,view,2026-04-01 04:26:00,desktop,beauty,137,485.9
U386,P032,click,2026-04-01 04:26:00,desktop,clothing,380,259.65
U174,P036,click,2026-04-01 04:28:00,tablet,home,443,266.31
U271,P028,click,2026-04-01 04:29:00,desktop,beauty,313,436.51
U142,P087,click,2026-04-01 04:31:00,desktop,clothing,315,209.43
U442,P043,add_to_cart,2026-04-01 04:32:00,desktop,electronics,525,175.81
U413,P031,view,2026-04-01 04:32:00,mobile,home,47,410.07
U480,P029,click,2026-04-01 04:34:00,desktop,home,252,44.37
U356,P006,click,2026-04-01 04:36:00,tablet,beauty,461,260.61
U016,P055,click,2026-04-01 04:37:00,tablet,electronics,372,112.12
U174,P080,click,2026-04-01 04:39:00,desktop,electronics,460,457.39
U385,P040,view,2026-04-01 04:41:00,mobile,electronics,233,265.18
U250,P008,view,2026-04-01 04:42:00,desktop,beauty,57,138.59
U232,P008,click,2026-04-01 04:43:00,mobile,clothing,413,37.76
U120,P031,view,2026-04-01 04:43:00,mobile,clothing,321,314.19
U217,P098,view,2026-04-01 04:46:00,mobile,beauty,57,225.09
U096,P083,click,2026-04-01 04:46:00,tablet,home,356,76.32
U123,P074,click,2026-04-01 04:49:00,desktop,clothing,164,160.21
U239,P008,add_to_cart,2026-04-01 04:51:00,desktop,electronics,439,142.5
U121,P037,add_to_cart,2026-04-01 04:52:00,desktop,electronics,427,235.92
U454,P043,view,2026-04-01 04:53:00,mobile,home,394,229.49
U286,P065,click,2026-04-01 04:53:00,tablet,clothing,380,351.0
U198,P063,view,2026-04-01 04:55:00,mobile,clothing,240,442.11
U253,P065,click,2026-04-01 04:56:00,mobile,clothing,536,235.54
U289,P050,click,2026-04-01 04:57:00,tablet,home,503,485.77
U114,P058,click,2026-04-01 04:58:00,tablet,electronics,478,133.99
U126,P069,click,2026-04-01 05:03:00,desktop,clothing,332,251.18
U059,P031,view,2026-04-01 05:04:00,desktop,clothing,179,425.44
U097,P049,click,2026-04-01 05:06:00,mobile,home,404,46.7
U309,P090,view,2026-04-01 05:08:00,desktop,home,128,302.36
U333,P060,click,2026-04-01 05:08:00,desktop,beauty,270,249.81
U188,P100,click,2026-04-01 05:11:00,tablet,beauty,413,235.56
U423,P100,click,2026-04-01 05:11:00,tablet,home,578,267.52
U065,P016,view,2026-04-01 05:13:00,mobile,home,121,145.69
U115,P004,click,2026-04-01 05:13:00,mobile,clothing,333,60.95
U491,P077,view,2026-04-01 05:13:00,tablet,clothing,126,398.91
U173,P066,view,2026-04-01 05:15:00,tablet,beauty,386,458.94
U191,P043,view,2026-04-01 05:15:00,tablet,beauty,224,166.8
U438,P067,view,2026-04-01 05:16:00,mobile,beauty,33,140.05
U470,P017,click,2026-04-01 05:17:00,desktop,beauty,138,76.49
U273,P067,click,2026-04-01 05:17:00,desktop,electronics,230,111.48
U055,P077,view,2026-04-01 05:18:00,mobile,clothing,432,412.53
U140,P070,view,2026-04-01 05:19:00,tablet,electronics,135,313.93
U377,P062,view,2026-04-01 05:21:00,mobile,beauty,350,478.84
U338,P066,view,2026-04-01 05:21:00,tablet,home,87,333.91
U381,P035,click,2026-04-01 05:22:00,desktop,clothing,158,247.26
U089,P060,view,2026-04-01 05:24:00,tablet,home,344,452.55
U092,P041,click,2026-04-01 05:25:00,desktop,electronics,246,371.36
U088,P090,view,2026-04-01 05:25:00,tablet,electronics,234,139.47
U453,P017,click,2026-04-01 05:25:00,tablet,electronics,272,39.01
U406,P040,click,2026-04-01 05:25:00,tablet,electronics,278,401.09
U235,P065,click,2026-04-01 05:28:00,mobile,electronics,314,160.19
U220,P070,add_to_cart,2026-04-01 05:28:00,desktop,home,391,172.76
U442,P089,click,2026-04-01 05:29:00,mobile,home,300,182.09
U253,P067,view,2026-04-01 05:30:00,mobile,clothing,278,432.03
U202,P062,view,2026-04-01 05:31:00,mobile,home,451,308.06
U189,P095,view,2026-04-01 05:31:00,mobile,home,284,362.65
U495,P048,click,2026-04-01 05:31:00,mobile,clothing,517,274.25
U008,P033,view,2026-04-01 05:32:00,desktop,clothing,290,409.16
U135,P015,click,2026-04-01 05:33:00,tablet,clothing,427,264.86
U133,P047,view,2026-04-01 05:34:00,mobile,home,246,388.91
U201,P087,click,2026-04-01 05:34:00,mobile,home,555,187.76
U491,P007,view,2026-04-01 05:34:00,mobile,beauty,268,245.69
U456,P093,view,2026-04-01 05:34:00,mobile,clothing,217,118.24
U305,P004,view,2026-04-01 05:35:00,mobile,beauty,16,220.84
U015,P005,click,2026-04-01 05:37:00,mobile,beauty,477,344.88
U096,P003,click,2026-04-01 05:37:00,tablet,clothing,571,433.19
U024,P084,add_to_cart,2026-04-01 05:38:00,desktop,home,540,244.1
U248,P010,click,2026-04-01 05:39:00,mobile,beauty,487,28.46
U026,P099,click,2026-04-01 05:41:00,mobile,home,531,356.69
U418,P096,click,2026-04-01 05:42:00,desktop,beauty,276,145.94
U117,P080,click,2026-04-01 05:42:00,mobile,home,498,168.81
U322,P009,view,2026-04-01 05:42:00,tablet,electronics,179,421.62
U237,P031,view,2026-04-01 05:42:00,desktop,clothing,49,482.78
U235,P012,click,2026-04-01 05:43:00,tablet,electronics,326,281.87
U246,P063,click,2026-04-01 05:45:00,tablet,electronics,354,236.73
U314,P067,view,2026-04-01 05:46:00,tablet,beauty,113,130.16
U196,P058,click,2026-04-01 05:46:00,desktop,clothing,458,480.75
U202,P070,view,2026-04-01 05:48:00,mobile,electronics,44,11.67
U198,P046,view,2026-04-01 05:49:00,desktop,electronics,16,322.69
U457,P031,view,2026-04-01 05:49:00,tablet,beauty,497,330.0
U380,P036,click,2026-04-01 05:49:00,desktop,clothing,358,257.53
U412,P006,view,2026-04-01 05:50:00,mobile,clothing,160,484.34
U497,P048,view,2026-04-01 05:51:00,tablet,electronics,68,136.95
U430,P065,add_to_cart,2026-04-01 05:51:00,desktop,electronics,468,192.37
U272,P068,view,2026-04-01 05:53:00,mobile,clothing,203,34.89
U404,P071,click,2026-04-01 05:53:00,tablet,electronics,70,57.3
U163,P010,view,2026-04-01 05:53:00,mobile,home,339,434.63
U124,P034,view,2026-04-01 05:53:00,tablet,home,199,337.39
U119,P064,add_to_cart,2026-04-01 05:55:00,desktop,clothing,533,126.99
U377,P032,view,2026-04-01 05:55:00,mobile,electronics,381,454.1
U146,P097,add_to_cart,2026-04-01 05:56:00,desktop,electronics,431,19.62
U320,P081,view,2026-04-01 05:56:00,tablet,home,10,165.94
U454,P017,view,2026-04-01 05:58:00,mobile,beauty,271,290.88
U203,P020,view,2026-04-01 05:59:00,tablet,clothing,138,267.15
U200,P066,click,2026-04-01 06:00:00,desktop,electronics,402,297.09
U153,P063,click,2026-04-01 06:01:00,desktop,clothing,326,29.03
U140,P070,click,2026-04-01 06:04:00,mobile,electronics,139,135.5
U273,P061,click,2026-04-01 06:05:00,mobile,home,368,107.21
U106,P021,click,2026-04-01 06:05:00,mobile,home,472,263.09
U131,P075,view,2026-04-01 06:05:00,desktop,beauty,237,459.12
U425,P044,view,2026-04-01 06:06:00,mobile,home,28,472.84
U158,P065,click,2026-04-01 06:07:00,mobile,home,567,425.54
U231,P064,click,2026-04-01 06:07:00,mobile,electronics,217,184.88
U427,P037,view,2026-04-01 06:07:00,desktop,home,204,416.84
U355,P046,view,2026-04-01 06:08:00,tablet,clothing,354,388.57
U312,P095,click,2026-04-01 06:09:00,tablet,electronics,364,433.39
U035,P077,view,2026-04-01 06:10:00,desktop,clothing,221,277.5
U367,P053,click,2026-04-01 06:12:00,desktop,home,589,415.95
U235,P004,click,2026-04-01 06:12:00,tablet,clothing,490,198.46
U290,P094,add_to_cart,2026-04-01 06:12:00,desktop,beauty,511,174.78
U361,P010,view,2026-04-01 06:13:00,mobile,electronics,41,211.17
U322,P046,view,2026-04-01 06:14:00,tablet,beauty,452,372.41
U417,P012,view,2026-04-01 06:16:00,mobile,clothing,150,465.42
U404,P068,view,2026-04-01 06:16:00,mobile,beauty,37,199.13
U186,P053,add_to_cart,2026-04-01 06:16:00,desktop,clothing,562,103.43
U158,P052,click,2026-04-01 06:18:00,mobile,clothing,447,288.72
U355,P055,view,2026-04-01 06:18:00,mobile,home,149,186.55
U049,P016,click,2026-04-01 06:21:00,tablet,home,313,63.55
U166,P008,view,2026-04-01 06:22:00,tablet,clothing,315,384.8
U160,P001,click,2026-04-01 06:22:00,mobile,electronics,116,63.29
U325,P022,click,2026-04-01 06:23:00,tablet,electronics,468,329.86
U237,P079,view,2026-04-01 06:23:00,mobile,clothing,118,196.83
U106,P048,view,2026-04-01 06:24:00,mobile,clothing,64,36.39
U442,P003,click,2026-04-01 06:25:00,mobile,beauty,590,301.49
